,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F049,F050,F051,F052,F053,F054,F055,F056,F057,F058,F059,F060,F061,F062,F063,F064,F065,F066,F067,F068,F069,F070,F071,F072,F073,F074,F075,F076,F077,F078,F079,F080,F081,F082,F083,F084,F085,F086,F087,F088,F089,F090,F091,F092,F093,F094,F095,F096,F097,F098,F099,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,class
5adp_L,   7.00000,   6.40000,  35.00000,  32.10000,  66.00000,  60.60000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.30000,   9.00000,   8.30000,   2.00000,   1.80000,   1.00000,   0.90000,5891.00000,   0.00000, 287.00000,1669.00000,   0.00000,   0.00000,1580.00000, 358.00000,2001.00000,   0.34595,   0.32293,   0.33471,   0.47177,   0.32591,   0.32778,   0.08663,   0.31306,   0.33332,   0.37738,   0.00000,   0.17802,   0.22070,   0.43041,   0.00000,   0.16203,   0.52414,   0.42124,   0.36045,   0.11952,   0.16637,   0.23856,3822.92000,1627.04000,1239.37000, 655.38000,2583.55000, 971.66000,   3.00000,   3.00000,   2.00000,   3.00000,   0.00000,   2.00000,   2.00000,   7.00000,   0.00000,   1.00000,   1.00000,   6.00000,   0.00000,   0.00000,   8.00000,   9.00000,   5.00000,   0.00000,   0.00000,   1.00000,   2.00000,   1.00000,   4.00000,   2.00000,   2.00000,   3.00000,   0.00000,   7.00000,   0.00000,   5.00000,   7.00000,   0.00000,   0.00000,   2.00000,   0.00000,   6.00000,   4.00000,   2.00000,   5.00000,   4.00000,   0.02752,   0.02752,   0.01835,   0.02752,   0.00000,   0.01835,   0.01835,   0.06422,   0.00000,   0.00917,   0.00917,   0.05505,   0.00000,   0.00000,   0.07339,   0.08257,   0.04587,   0.00000,   0.00000,   0.00917,   0.01835,   0.00917,   0.03670,   0.01835,   0.01835,   0.02752,   0.00000,   0.06422,   0.00000,   0.04587,   0.06422,   0.00000,   0.00000,   0.01835,   0.00000,   0.05505,   0.03670,   0.01835,   0.04587,   0.03670,6
4xvj_L,   5.00000,   4.50000,  37.00000,  33.60000,  70.00000,  63.60000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.30000,  10.00000,   9.10000,   3.00000,   2.70000,   3.00000,   2.70000,5845.50000,   0.00000, 221.00000,1759.00000, 164.00000, 203.00000,1473.00000, 333.00000,1690.00000,   0.32596,   0.33343,   0.34741,   0.39335,   0.32965,   0.28759,   0.09707,   0.42078,   0.31655,   0.38633,   0.00000,   0.16207,   0.28703,   0.41849,   0.00000,   0.19542,   0.52483,   0.36315,   0.33502,   0.13683,   0.16810,   0.27694,3706.65000,1603.08000,1449.44000, 671.62000,2257.21000, 931.46000,   3.00000,   2.00000,   3.00000,   3.00000,   0.00000,   3.00000,   1.00000,   8.00000,   0.00000,   1.00000,   2.00000,   4.00000,   0.00000,   0.00000,   7.00000,   8.00000,   6.00000,   0.00000,   0.00000,   3.00000,   2.00000,   0.00000,   3.00000,   4.00000,   2.00000,   3.00000,   0.00000,   6.00000,   0.00000,   4.00000,   6.00000,   0.00000,   0.00000,   3.00000,   0.00000,   6.00000,   4.00000,   2.00000,   5.00000,   6.00000,   0.02727,   0.01818,   0.02727,   0.02727,   0.00000,   0.02727,   0.00909,   0.07273,   0.00000,   0.00909,   0.01818,   0.03636,   0.00000,   0.00000,   0.06364,   0.07273,   0.05455,   0.00000,   0.00000,   0.02727,   0.01818,   0.00000,   0.02727,   0.03636,   0.01818,   0.02727,   0.00000,   0.05455,   0.00000,   0.03636,   0.05455,   0.00000,   0.00000,   0.02727,   0.00000,   0.05455,   0.03636,   0.01818,   0.04545,   0.05455,6
4tsc_L,   5.00000,   4.30000,  37.00000,  32.20000,  70.00000,  60.90000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   7.80000,  10.00000,   8.70000,   3.00000,   2.60000,   3.00000,   2.60000,6199.00000,   0.00000, 244.00000,1771.00000, 260.00000,   0.00000,1601.00000, 364.00000,1967.00000,   0.34958,   0.35406,   0.36346,   0.42259,   0.29958,   0.25049,   0.07866,   0.35769,   0.54508,   0.36277,   0.15359,   0.13392,   0.32919,   0.66726,   0.23798,   0.16525,   0.58788,   0.39305,   0.27719,   0.07819,   0.18710,   0.28628,4333.54000,1546.71000,1704.63000, 647.56000,2628.90000, 899.15000,   4.00000,   4.00000,   1.00000,   1.00000,   0.00000,   4.00000,   2.00000,   7.00000,   0.00000,   0.00000,   3.00000,   4.00000,   0.00000,   0.00000,   8.00000,   9.00000,   3.00000,   0.00000,   1.00000,   3.00000,   3.00000,   0.00000,   1.00000,   3.00000,   2.00000,   4.00000,   0.00000,   7.00000,   1.00000,   3.00000,   6.00000,   0.00000,   1.00000,   2.00000,   0.00000,   7.00000,   4.00000,   1.00000,   5.00000,   5.00000,   0.03670,   0.03670,   0.00917,   0.00917,   0.00000,   0.03670,   0.01835,   0.06422,   0.00000,   0.00000,   0.02752,   0.03670,   0.00000,   0.00000,   0.07339,   0.08257,   0.02752,   0.00000,   0.00917,   0.02752,   0.02752,   0.00000,   0.00917,   0.02752,   0.01835,   0.03670,   0.00000,   0.06422,   0.00917,   0.02752,   0.05505,   0.00000,   0.00917,   0.01835,   0.00000,   0.06422,   0.03670,   0.00917,   0.04587,   0.04587,6
4tsb_L,   5.00000,   4.40000,  37.00000,  32.50000,  73.00000,  64.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   8.80000,  12.00000,  10.50000,   2.00000,   1.80000,   3.00000,   2.60000,6089.90000,   0.00000, 217.00000,1753.00000, 231.00000,   0.00000,1682.00000, 351.00000,1860.00000,   0.35326,   0.34742,   0.32538,   0.42682,   0.30289,   0.23896,   0.08311,   0.31203,   0.52742,   0.37781,   0.15717,   0.13235,   0.32653,   0.66666,   0.23665,   0.18527,   0.57204,   0.42740,   0.28085,   0.07797,   0.18488,   0.28439,4036.39000,1763.53000,1594.52000, 745.74000,2441.87000,1017.79000,   3.00000,   5.00000,   1.00000,   1.00000,   0.00000,   3.00000,   2.00000,   8.00000,   0.00000,   0.00000,   2.00000,   4.00000,   0.00000,   0.00000,   8.00000,   7.00000,   2.00000,   0.00000,   0.00000,   3.00000,   5.00000,   0.00000,   1.00000,   3.00000,   2.00000,   4.00000,   0.00000,   6.00000,   1.00000,   3.00000,   7.00000,   0.00000,   1.00000,   2.00000,   0.00000,   8.00000,   4.00000,   1.00000,   6.00000,   5.00000,   0.02778,   0.04630,   0.00926,   0.00926,   0.00000,   0.02778,   0.01852,   0.07407,   0.00000,   0.00000,   0.01852,   0.03704,   0.00000,   0.00000,   0.07407,   0.06481,   0.01852,   0.00000,   0.00000,   0.02778,   0.04630,   0.00000,   0.00926,   0.02778,   0.01852,   0.03704,   0.00000,   0.05556,   0.00926,   0.02778,   0.06481,   0.00000,   0.00926,   0.01852,   0.00000,   0.07407,   0.03704,   0.00926,   0.05556,   0.04630,6
4ocr_L,   7.00000,   6.10000,  36.00000,  31.60000,  69.00000,  60.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   7.90000,   9.00000,   7.90000,   3.00000,   2.60000,   2.00000,   1.80000,6444.80000,   0.00000, 243.00000,1500.00000, 172.00000, 187.00000,1382.00000, 685.00000,2273.00000,   0.38352,   0.38099,   0.34868,   0.35126,   0.34704,   0.32305,   0.08493,   0.50202,   0.33660,   0.40528,   0.00000,   0.16841,   0.28914,   0.51838,   0.00000,   0.18553,   0.59942,   0.43575,   0.38931,   0.16146,   0.17127,   0.31253,4581.99000,1532.93000,1780.49000, 586.85000,2801.50000, 946.08000,   3.00000,   2.00000,   3.00000,   2.00000,   0.00000,   3.00000,   1.00000,   8.00000,   0.00000,   1.00000,   2.00000,   6.00000,   0.00000,   0.00000,   8.00000,   7.00000,   6.00000,   0.00000,   0.00000,   3.00000,   2.00000,   1.00000,   1.00000,   3.00000,   2.00000,   1.00000,   0.00000,   7.00000,   0.00000,   4.00000,   6.00000,   0.00000,   0.00000,   2.00000,   0.00000,   8.00000,   5.00000,   2.00000,   5.00000,   4.00000,   0.02778,   0.01852,   0.02778,   0.01852,   0.00000,   0.02778,   0.00926,   0.07407,   0.00000,   0.00926,   0.01852,   0.05556,   0.00000,   0.00000,   0.07407,   0.06481,   0.05556,   0.00000,   0.00000,   0.02778,   0.01852,   0.00926,   0.00926,   0.02778,   0.01852,   0.00926,   0.00000,   0.06481,   0.00000,   0.03704,   0.05556,   0.00000,   0.00000,   0.01852,   0.00000,   0.07407,   0.04630,   0.01852,   0.04630,   0.03704,6
4o5l_L,   7.00000,   6.10000,  38.00000,  33.30000,  70.00000,  61.40000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.10000,  10.00000,   8.80000,   3.00000,   2.60000,   2.00000,   1.80000,6153.10000,   0.00000,  97.00000,2017.00000, 245.00000,   0.00000,1537.00000, 361.00000,1895.00000,   0.35065,   0.36282,   0.29181,   0.51700,   0.25748,   0.32288,   0.08993,   0.47131,   0.73407,   0.38585,   0.27560,   0.12524,   0.28633,   0.56146,   0.75995,   0.17216,   0.62054,   0.32730,   0.28544,   0.14192,   0.15401,   0.34759,4284.28000,1610.06000,1662.44000, 574.03000,2621.84000,1036.03000,   2.00000,   3.00000,   1.00000,   3.00000,   0.00000,   5.00000,   1.00000,   8.00000,   0.00000,   0.00000,   2.00000,   4.00000,   1.00000,   0.00000,   7.00000,   8.00000,   3.00000,   0.00000,   0.00000,   4.00000,   4.00000,   0.00000,   2.00000,   3.00000,   2.00000,   2.00000,   0.00000,   6.00000,   1.00000,   4.00000,   6.00000,   0.00000,   0.00000,   2.00000,   0.00000,  12.00000,   4.00000,   2.00000,   4.00000,   3.00000,   0.01835,   0.02752,   0.00917,   0.02752,   0.00000,   0.04587,   0.00917,   0.07339,   0.00000,   0.00000,   0.01835,   0.03670,   0.00917,   0.00000,   0.06422,   0.07339,   0.02752,   0.00000,   0.00000,   0.03670,   0.03670,   0.00000,   0.01835,   0.02752,   0.01835,   0.01835,   0.00000,   0.05505,   0.00917,   0.03670,   0.05505,   0.00000,   0.00000,   0.01835,   0.00000,   0.11009,   0.03670,   0.01835,   0.03670,   0.02752,6
4nzt_L,   5.00000,   4.40000,  36.00000,  31.90000,  70.00000,  61.90000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,   9.70000,   9.00000,   8.00000,   3.00000,   2.70000,   2.00000,   1.80000,6239.00000,   0.00000, 257.00000,1692.00000, 264.00000,   0.00000,1728.00000, 435.00000,1860.00000,   0.37695,   0.35689,   0.31111,   0.42934,   0.18946,   0.42915,   0.09189,   0.38046,   0.44820,   0.35095,   0.00000,   0.12824,   0.28750,   0.63145,   0.00000,   0.22516,   0.59577,   0.37235,   0.37466,   0.15255,   0.15498,   0.40080,4468.72000,1630.19000,1656.33000, 596.37000,2812.39000,1033.82000,   4.00000,   5.00000,   0.00000,   4.00000,   0.00000,   4.00000,   2.00000,   6.00000,   0.00000,   0.00000,   1.00000,   3.00000,   0.00000,   1.00000,   8.00000,   6.00000,   4.00000,   0.00000,   0.00000,   4.00000,   5.00000,   0.00000,   2.00000,   2.00000,   2.00000,   4.00000,   1.00000,   6.00000,   0.00000,   4.00000,   6.00000,   0.00000,   0.00000,   2.00000,   0.00000,  10.00000,   3.00000,   2.00000,   4.00000,   3.00000,   0.03704,   0.04630,   0.00000,   0.03704,   0.00000,   0.03704,   0.01852,   0.05556,   0.00000,   0.00000,   0.00926,   0.02778,   0.00000,   0.00926,   0.07407,   0.05556,   0.03704,   0.00000,   0.00000,   0.03704,   0.04630,   0.00000,   0.01852,   0.01852,   0.01852,   0.03704,   0.00926,   0.05556,   0.00000,   0.03704,   0.05556,   0.00000,   0.00000,   0.01852,   0.00000,   0.09259,   0.02778,   0.01852,   0.03704,   0.02778,6
4n0y_L,   7.00000,   6.20000,  38.00000,  33.60000,  71.00000,  62.80000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.20000,  10.00000,   8.80000,   3.00000,   2.70000,   3.00000,   2.70000,6084.60000,   0.00000, 250.00000,1656.00000, 221.00000, 159.00000,1433.00000, 287.00000,2077.00000,   0.35575,   0.36982,   0.35376,   0.39083,   0.27186,   0.31831,   0.08500,   0.43192,   0.55430,   0.43666,   0.27315,   0.10783,   0.31840,   0.56039,   0.00000,   0.14560,   0.63113,   0.38453,   0.29934,   0.19612,   0.13041,   0.28193,4285.94000,1473.63000,1737.19000, 633.10000,2548.75000, 840.53000,   4.00000,   3.00000,   2.00000,   3.00000,   0.00000,   3.00000,   2.00000,   9.00000,   0.00000,   0.00000,   3.00000,   4.00000,   0.00000,   0.00000,   7.00000,   6.00000,   5.00000,   1.00000,   0.00000,   2.00000,   6.00000,   0.00000,   2.00000,   3.00000,   2.00000,   2.00000,   0.00000,   5.00000,   2.00000,   3.00000,   7.00000,   0.00000,   0.00000,   3.00000,   0.00000,   8.00000,   3.00000,   2.00000,   2.00000,   4.00000,   0.03704,   0.02778,   0.01852,   0.02778,   0.00000,   0.02778,   0.01852,   0.08333,   0.00000,   0.00000,   0.02778,   0.03704,   0.00000,   0.00000,   0.06481,   0.05556,   0.04630,   0.00926,   0.00000,   0.01852,   0.05556,   0.00000,   0.01852,   0.02778,   0.01852,   0.01852,   0.00000,   0.04630,   0.01852,   0.02778,   0.06481,   0.00000,   0.00000,   0.02778,   0.00000,   0.07407,   0.02778,   0.01852,   0.01852,   0.03704,6
4m6n_L,   4.00000,   3.60000,  36.00000,  32.70000,  65.00000,  59.10000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   6.00000,   5.50000,  11.00000,  10.00000,   1.00000,   0.90000,   2.00000,   1.80000,5871.80000,   0.00000, 299.00000,1772.00000, 298.00000,   0.00000,1141.00000, 631.00000,1732.00000,   0.32398,   0.33885,   0.30198,   0.39675,   0.18885,   0.34255,   0.08522,   0.40580,   0.51601,   0.40912,   0.15136,   0.12475,   0.27655,   0.42169,   0.00000,   0.18797,   0.54388,   0.33591,   0.34189,   0.15502,   0.18507,   0.27024,3667.45000,1642.82000,1400.10000, 698.79000,2267.35000, 944.03000,   2.00000,   3.00000,   0.00000,   3.00000,   0.00000,   3.00000,   2.00000,   9.00000,   0.00000,   0.00000,   2.00000,   4.00000,   0.00000,   0.00000,   7.00000,   8.00000,   5.00000,   0.00000,   1.00000,   3.00000,   4.00000,   0.00000,   2.00000,   2.00000,   2.00000,   3.00000,   0.00000,   6.00000,   1.00000,   4.00000,   7.00000,   0.00000,   0.00000,   2.00000,   0.00000,  10.00000,   4.00000,   2.00000,   4.00000,   5.00000,   0.01818,   0.02727,   0.00000,   0.02727,   0.00000,   0.02727,   0.01818,   0.08182,   0.00000,   0.00000,   0.01818,   0.03636,   0.00000,   0.00000,   0.06364,   0.07273,   0.04545,   0.00000,   0.00909,   0.02727,   0.03636,   0.00000,   0.01818,   0.01818,   0.01818,   0.02727,   0.00000,   0.05455,   0.00909,   0.03636,   0.06364,   0.00000,   0.00000,   0.01818,   0.00000,   0.09091,   0.03636,   0.01818,   0.03636,   0.04545,6
4m6m_L,   4.00000,   3.60000,  37.00000,  33.60000,  65.00000,  59.10000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.40000,   9.00000,   8.20000,   1.00000,   0.90000,   2.00000,   1.80000,5864.50000,   0.00000, 294.00000,1770.00000, 203.00000,   0.00000,1231.00000, 689.00000,1676.00000,   0.32345,   0.33397,   0.30575,   0.39837,   0.18417,   0.34751,   0.08693,   0.39734,   0.52173,   0.39413,   0.15380,   0.12500,   0.26797,   0.42238,   0.00000,   0.18563,   0.54476,   0.33815,   0.33555,   0.15329,   0.18490,   0.27372,3660.31000,1618.44000,1367.69000, 706.09000,2292.62000, 912.35000,   2.00000,   3.00000,   0.00000,   3.00000,   0.00000,   3.00000,   2.00000,   9.00000,   0.00000,   0.00000,   2.00000,   4.00000,   0.00000,   0.00000,   7.00000,   9.00000,   5.00000,   0.00000,   1.00000,   3.00000,   4.00000,   0.00000,   2.00000,   2.00000,   2.00000,   3.00000,   0.00000,   6.00000,   1.00000,   4.00000,   7.00000,   0.00000,   0.00000,   2.00000,   0.00000,   9.00000,   4.00000,   2.00000,   4.00000,   5.00000,   0.01818,   0.02727,   0.00000,   0.02727,   0.00000,   0.02727,   0.01818,   0.08182,   0.00000,   0.00000,   0.01818,   0.03636,   0.00000,   0.00000,   0.06364,   0.08182,   0.04545,   0.00000,   0.00909,   0.02727,   0.03636,   0.00000,   0.01818,   0.01818,   0.01818,   0.02727,   0.00000,   0.05455,   0.00909,   0.03636,   0.06364,   0.00000,   0.00000,   0.01818,   0.00000,   0.08182,   0.03636,   0.01818,   0.03636,   0.04545,6
4m1d_L,   7.00000,   6.10000,  36.00000,  31.30000,  65.00000,  56.50000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   5.00000,   4.30000,   9.00000,   7.80000,   2.00000,   1.70000,   2.00000,   1.70000,6438.20000,   0.00000, 300.00000,1671.00000, 158.00000, 144.00000,1369.00000, 555.00000,2238.00000,   0.38373,   0.35281,   0.30028,   0.40109,   0.32581,   0.32181,   0.08000,   0.49266,   0.31619,   0.40437,   0.00000,   0.16585,   0.25687,   0.51312,   0.00000,   0.17675,   0.58510,   0.41833,   0.33506,   0.20646,   0.17953,   0.30191,4550.12000,1497.80000,1628.35000, 644.74000,2921.77000, 853.06000,   2.00000,   2.00000,   2.00000,   2.00000,   0.00000,   4.00000,   1.00000,   9.00000,   0.00000,   1.00000,   1.00000,   6.00000,   0.00000,   0.00000,   8.00000,   8.00000,   5.00000,   1.00000,   0.00000,   3.00000,   4.00000,   0.00000,   2.00000,   2.00000,   2.00000,   3.00000,   0.00000,   6.00000,   0.00000,   4.00000,   7.00000,   0.00000,   0.00000,   4.00000,   0.00000,   6.00000,   5.00000,   2.00000,   4.00000,   3.00000,   0.01835,   0.01835,   0.01835,   0.01835,   0.00000,   0.03670,   0.00917,   0.08257,   0.00000,   0.00917,   0.00917,   0.05505,   0.00000,   0.00000,   0.07339,   0.07339,   0.04587,   0.00917,   0.00000,   0.02752,   0.03670,   0.00000,   0.01835,   0.01835,   0.01835,   0.02752,   0.00000,   0.05505,   0.00000,   0.03670,   0.06422,   0.00000,   0.00000,   0.03670,   0.00000,   0.05505,   0.04587,   0.01835,   0.03670,   0.02752,6
4gxv_M,   7.00000,   6.10000,  38.00000,  33.30000,  71.00000,  62.30000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   7.90000,  10.00000,   8.80000,   2.00000,   1.80000,   1.00000,   0.90000,6278.60000,   0.00000, 278.00000,1735.00000, 218.00000,   0.00000,1209.00000, 758.00000,2088.00000,   0.37092,   0.35911,   0.26757,   0.39282,   0.21315,   0.34391,   0.08418,   0.39957,   0.52851,   0.39311,   0.00000,   0.12068,   0.27530,   0.56112,   0.00000,   0.16289,   0.63310,   0.37732,   0.35919,   0.14449,   0.17690,   0.29207,4332.49000,1578.20000,1699.70000, 642.81000,2632.79000, 935.39000,   2.00000,   3.00000,   1.00000,   3.00000,   0.00000,   4.00000,   2.00000,   6.00000,   0.00000,   0.00000,   2.00000,   4.00000,   0.00000,   0.00000,   9.00000,   8.00000,   3.00000,   0.00000,   0.00000,   4.00000,   5.00000,   0.00000,   1.00000,   1.00000,   2.00000,   3.00000,   0.00000,   7.00000,   0.00000,   4.00000,   7.00000,   0.00000,   0.00000,   2.00000,   0.00000,  10.00000,   4.00000,   2.00000,   5.00000,   4.00000,   0.01852,   0.02778,   0.00926,   0.02778,   0.00000,   0.03704,   0.01852,   0.05556,   0.00000,   0.00000,   0.01852,   0.03704,   0.00000,   0.00000,   0.08333,   0.07407,   0.02778,   0.00000,   0.00000,   0.03704,   0.04630,   0.00000,   0.00926,   0.00926,   0.01852,   0.02778,   0.00000,   0.06481,   0.00000,   0.03704,   0.06481,   0.00000,   0.00000,   0.01852,   0.00000,   0.09259,   0.03704,   0.01852,   0.04630,   0.03704,6
4gxv_L,   7.00000,   6.10000,  38.00000,  33.30000,  71.00000,  62.30000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   7.90000,  10.00000,   8.80000,   2.00000,   1.80000,   1.00000,   0.90000,6299.20000,   0.00000, 284.00000,1747.00000, 194.00000,   0.00000,1214.00000, 822.00000,2034.00000,   0.37299,   0.35965,   0.26968,   0.39422,   0.20850,   0.33871,   0.08441,   0.39861,   0.51289,   0.39626,   0.00000,   0.12352,   0.27538,   0.56629,   0.00000,   0.16094,   0.63232,   0.38139,   0.36679,   0.14727,   0.18394,   0.29155,4384.19000,1547.42000,1699.31000, 646.02000,2684.88000, 901.40000,   2.00000,   3.00000,   0.00000,   2.00000,   0.00000,   4.00000,   2.00000,   6.00000,   0.00000,   0.00000,   2.00000,   4.00000,   0.00000,   0.00000,   9.00000,  10.00000,   3.00000,   0.00000,   1.00000,   4.00000,   5.00000,   0.00000,   2.00000,   2.00000,   2.00000,   3.00000,   0.00000,   7.00000,   0.00000,   4.00000,   7.00000,   0.00000,   0.00000,   2.00000,   0.00000,   8.00000,   4.00000,   2.00000,   4.00000,   4.00000,   0.01852,   0.02778,   0.00000,   0.01852,   0.00000,   0.03704,   0.01852,   0.05556,   0.00000,   0.00000,   0.01852,   0.03704,   0.00000,   0.00000,   0.08333,   0.09259,   0.02778,   0.00000,   0.00926,   0.03704,   0.04630,   0.00000,   0.01852,   0.01852,   0.01852,   0.02778,   0.00000,   0.06481,   0.00000,   0.03704,   0.06481,   0.00000,   0.00000,   0.01852,   0.00000,   0.07407,   0.03704,   0.01852,   0.03704,   0.03704,6
4fqj_L,   7.00000,   6.10000,  37.00000,  32.50000,  73.00000,  64.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   1.00000,   0.90000,   1.00000,   0.90000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,  10.50000,   8.00000,   7.00000,   3.00000,   2.60000,   3.00000,   2.60000,6310.00000,   0.00000, 250.00000,1734.00000, 178.00000, 153.00000,1522.00000, 623.00000,1846.00000,   0.36981,   0.33386,   0.28586,   0.45385,   0.29573,   0.32812,   0.08785,   0.44582,   0.55734,   0.37126,   0.00000,   0.11269,   0.27883,   0.56648,   0.00000,   0.21225,   0.57509,   0.37350,   0.35166,   0.20533,   0.17657,   0.28475,4498.99000,1561.82000,1325.59000, 592.39000,3173.40000, 969.43000,   2.00000,   5.00000,   0.00000,   3.00000,   0.00000,   5.00000,   2.00000,   6.00000,   0.00000,   0.00000,   1.00000,   4.00000,   0.00000,   0.00000,   8.00000,   9.00000,   4.00000,   1.00000,   0.00000,   3.00000,   4.00000,   0.00000,   1.00000,   2.00000,   2.00000,   3.00000,   0.00000,   6.00000,   0.00000,   4.00000,   6.00000,   0.00000,   0.00000,   3.00000,   0.00000,   9.00000,   4.00000,   2.00000,   7.00000,   3.00000,   0.01835,   0.04587,   0.00000,   0.02752,   0.00000,   0.04587,   0.01835,   0.05505,   0.00000,   0.00000,   0.00917,   0.03670,   0.00000,   0.00000,   0.07339,   0.08257,   0.03670,   0.00917,   0.00000,   0.02752,   0.03670,   0.00000,   0.00917,   0.01835,   0.01835,   0.02752,   0.00000,   0.05505,   0.00000,   0.03670,   0.05505,   0.00000,   0.00000,   0.02752,   0.00000,   0.08257,   0.03670,   0.01835,   0.06422,   0.02752,6
